epic,feature,story_id,story,scenario,code_unit,path,test,evidence,status,finding_ids,maturity,gap
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /places/details,backend/routes/admin/rides.py:1033,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/fare-estimate,backend/routes/admin/rides.py:1075,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /promo/preview,backend/routes/admin/rides.py:1115,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /rides/create,backend/routes/admin/rides.py:1164,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /stats,backend/routes/admin/rides.py:1467,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/stats,backend/routes/admin/rides.py:1552,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/trend,backend/routes/admin/rides.py:1628,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/financials,backend/routes/admin/rides.py:1678,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/{ride_id}/details,backend/routes/admin/rides.py:1817,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/{ride_id}/location-trail,backend/routes/admin/rides.py:1828,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/{ride_id}/live,backend/routes/admin/rides.py:1835,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/{ride_id}/invoice,backend/routes/admin/rides.py:1844,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /rides/{ride_id}/send-receipt,backend/routes/admin/rides.py:1926,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /rides/{ride_id}/send-invoice,backend/routes/admin/rides.py:1986,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/{ride_id}/route-map.png,backend/routes/admin/rides.py:2452,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /rides/heatmap-data,backend/routes/admin/rides.py:2479,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /earnings,backend/routes/admin/rides.py:2565,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /earnings/rides,backend/routes/admin/rides.py:2599,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /earnings/overview,backend/routes/admin/rides.py:2800,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /export/rides,backend/routes/admin/rides.py:3031,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /export/drivers,backend/routes/admin/rides.py:3090,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /payouts/overview,backend/routes/admin/rides.py:3416,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /payouts,backend/routes/admin/rides.py:3710,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /payouts/{payout_id},backend/routes/admin/rides.py:3745,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /payouts/stats,backend/routes/admin/rides.py:3751,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /payouts/{payout_id},backend/routes/admin/rides.py:3775,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /payouts/{payout_id}/retry,backend/routes/admin/rides.py:3801,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /payouts/bulk-retry,backend/routes/admin/rides.py:3853,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /payouts/close-period,backend/routes/admin/rides.py:3984,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /rides/regenerate-imported-snapshots,backend/routes/admin/rides.py:4072,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /rides/regenerate-imported-routes,backend/routes/admin/rides.py:4286,backend/tests/test_rides.py,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,GET /incidents,backend/routes/admin/safety.py:55,backend/tests/test_dispute_ledger_replay_safety.py,INFERRED,mapped,INFO-005;OBS-006;SAFETY-001;SAFETY-002;SAFETY-005,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,GET /incidents/{incident_id},backend/routes/admin/safety.py:165,backend/tests/test_dispute_ledger_replay_safety.py,INFERRED,mapped,INFO-005;OBS-006;SAFETY-001;SAFETY-002;SAFETY-005,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,POST /incidents,backend/routes/admin/safety.py:265,backend/tests/test_dispute_ledger_replay_safety.py,INFERRED,mapped,INFO-005;OBS-006;SAFETY-001;SAFETY-002;SAFETY-005,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,PATCH /incidents/{incident_id},backend/routes/admin/safety.py:327,backend/tests/test_dispute_ledger_replay_safety.py,INFERRED,mapped,INFO-005;OBS-006;SAFETY-001;SAFETY-002;SAFETY-005,-,-
"Safety, Trust & Fraud",SOS / emergency,S-safety-01,"As a rider/driver, I can trigger SOS and it notifies contacts + safety team",happy,POST /incidents/{incident_id}/merge,backend/routes/admin/safety.py:396,backend/tests/test_dispute_ledger_replay_safety.py,INFERRED,mapped,INFO-005;OBS-006;SAFETY-001;SAFETY-002;SAFETY-005,-,-
Observability & Monitoring,Sentry error tracking,S-obs-01,"As an engineer, errors are captured in Sentry with domain tags",happy,GET /config,backend/routes/admin/sentry.py:491,backend/tests/test_sentry_scrub.py,INFERRED,mapped,-,-,-
Observability & Monitoring,Sentry error tracking,S-obs-01,"As an engineer, errors are captured in Sentry with domain tags",happy,GET /issues,backend/routes/admin/sentry.py:673,backend/tests/test_sentry_scrub.py,INFERRED,mapped,-,-,-
Observability & Monitoring,Sentry error tracking,S-obs-01,"As an engineer, errors are captured in Sentry with domain tags",happy,GET /issues/{issue_id},backend/routes/admin/sentry.py:794,backend/tests/test_sentry_scrub.py,INFERRED,mapped,-,-,-
Observability & Monitoring,Sentry error tracking,S-obs-01,"As an engineer, errors are captured in Sentry with domain tags",happy,POST /issues/{issue_id}/status,backend/routes/admin/sentry.py:861,backend/tests/test_sentry_scrub.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /service-areas,backend/routes/admin/service_areas.py:416,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /service-areas/{area_id}/heatmap-config,backend/routes/admin/service_areas.py:435,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /airport-zones/diagnostic,backend/routes/admin/service_areas.py:495,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,POST /service-areas,backend/routes/admin/service_areas.py:587,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,PUT /service-areas/{area_id},backend/routes/admin/service_areas.py:681,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /service-areas/{area_id}/tax-history,backend/routes/admin/service_areas.py:1040,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,DELETE /service-areas/{area_id},backend/routes/admin/service_areas.py:1059,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,PUT /service-areas/{area_id}/surge,backend/routes/admin/service_areas.py:1072,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /surge/status,backend/routes/admin/service_areas.py:1136,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /areas/{area_id}/fees,backend/routes/admin/service_areas.py:1154,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,POST /areas/{area_id}/fees,backend/routes/admin/service_areas.py:1161,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,PUT /areas/{area_id}/fees/{fee_id},backend/routes/admin/service_areas.py:1184,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,DELETE /areas/{area_id}/fees/{fee_id},backend/routes/admin/service_areas.py:1213,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /areas/{area_id}/tax,backend/routes/admin/service_areas.py:1221,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,PUT /areas/{area_id}/tax,backend/routes/admin/service_areas.py:1246,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,GET /areas/{area_id}/vehicle-pricing,backend/routes/admin/service_areas.py:1296,backend/tests/test_admin_service_areas_coverage.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,GET /settings,backend/routes/admin/settings.py:719,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,GET /ai/catalog,backend/routes/admin/settings.py:726,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,GET /settings/reveal/{field},backend/routes/admin/settings.py:740,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,PUT /settings,backend/routes/admin/settings.py:765,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,POST /settings/ride-offer-sound,backend/routes/admin/settings.py:841,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,GET /settings/heatmap,backend/routes/admin/settings.py:963,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Settings/flags,S-admin-06,"As an admin, I manage Stripe/Twilio/Maps keys and feature flags in DB",happy,PUT /settings/heatmap,backend/routes/admin/settings.py:977,backend/tests/test_admin_settings_company_app_download_url.py,INFERRED,mapped,-,-,-
"Safety, Trust & Fraud",Unmapped endpoint,ORPHAN,-,happy,POST /data-transfer/sgi-forms/generate,backend/routes/admin/sgi_forms.py:129,backend/tests/test_sgi_forms_route.py,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Unmapped endpoint,ORPHAN,-,happy,GET /data-transfer/sgi-forms/removal-queue,backend/routes/admin/sgi_forms.py:257,backend/tests/test_sgi_forms_route.py,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Unmapped endpoint,ORPHAN,-,happy,POST /data-transfer/sgi-forms/documents,backend/routes/admin/sgi_forms.py:320,backend/tests/test_sgi_forms_route.py,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Unmapped endpoint,ORPHAN,-,happy,POST /data-transfer/sgi-forms/package,backend/routes/admin/sgi_forms.py:491,backend/tests/test_sgi_forms_route.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /staff,backend/routes/admin/staff.py:168,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /staff,backend/routes/admin/staff.py:205,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /staff/modules/list,backend/routes/admin/staff.py:279,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,GET /staff/{staff_id},backend/routes/admin/staff.py:288,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,PUT /staff/{staff_id},backend/routes/admin/staff.py:304,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,POST /staff/{staff_id}/mfa-reset,backend/routes/admin/staff.py:398,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Unmapped endpoint,ORPHAN,-,happy,DELETE /staff/{staff_id},backend/routes/admin/staff.py:456,backend/tests/test_admin_staff_schema_cache_reload.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,POST /stripe/connect-ledger/sync,backend/routes/admin/stripe_connect_ledger.py:84,backend/tests/test_stripe_connect_ledger_service.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,GET /stuck,backend/routes/admin/stripe_events.py:109,backend/tests/test_step_f_stripe_events_column_fix_migration.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,GET /stuck/count,backend/routes/admin/stripe_events.py:146,backend/tests/test_step_f_stripe_events_column_fix_migration.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,GET /{event_id},backend/routes/admin/stripe_events.py:160,backend/tests/test_step_f_stripe_events_column_fix_migration.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,POST /{event_id}/replay,backend/routes/admin/stripe_events.py:188,backend/tests/test_step_f_stripe_events_column_fix_migration.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,POST /{event_id}/dismiss,backend/routes/admin/stripe_events.py:268,backend/tests/test_step_f_stripe_events_column_fix_migration.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Unmapped endpoint,ORPHAN,-,happy,POST /stripe/import/validate,backend/routes/admin/stripe_import.py:131,backend/tests/test_admin_stripe_import.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Unmapped endpoint,ORPHAN,-,happy,POST /stripe/import/commit,backend/routes/admin/stripe_import.py:146,backend/tests/test_admin_stripe_import.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Unmapped endpoint,ORPHAN,-,happy,POST /stripe/import/update-driver,backend/routes/admin/stripe_import.py:252,backend/tests/test_admin_stripe_import.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Unmapped endpoint,ORPHAN,-,happy,GET /stripe/import/status,backend/routes/admin/stripe_import.py:337,backend/tests/test_admin_stripe_import.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Unmapped endpoint,ORPHAN,-,happy,POST /stripe/import/discover,backend/routes/admin/stripe_import.py:354,backend/tests/test_admin_stripe_import.py,INFERRED,orphan,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,GET /stripe/mode-audit,backend/routes/admin/stripe_mode_audit.py:110,backend/tests/test_stripe_mode_audit.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,POST /stripe/mode-audit/probe,backend/routes/admin/stripe_mode_audit.py:157,backend/tests/test_stripe_mode_audit.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,POST /stripe/customer-emails/backfill,backend/routes/admin/stripe_mode_audit.py:291,backend/tests/test_stripe_mode_audit.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,POST /stripe/payout-sync/validate,backend/routes/admin/stripe_payout_sync.py:110,backend/tests/test_stripe_payout_sync_service.py,INFERRED,mapped,-,-,-
Integrations & Webhooks,Stripe Connect/payout sync,S-integ-03,"As finance, Stripe Connect payouts are synced/ledgered",happy,POST /stripe/payout-sync/commit,backend/routes/admin/stripe_payout_sync.py:122,backend/tests/test_stripe_payout_sync_service.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /subscription-plans,backend/routes/admin/subscriptions.py:59,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,POST /subscription-plans,backend/routes/admin/subscriptions.py:66,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,PUT /subscription-plans/{plan_id},backend/routes/admin/subscriptions.py:94,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,DELETE /subscription-plans/{plan_id},backend/routes/admin/subscriptions.py:111,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /driver-subscriptions,backend/routes/admin/subscriptions.py:122,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /subscription-stats,backend/routes/admin/subscriptions.py:131,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /subscription/payments,backend/routes/admin/subscriptions.py:285,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,PUT /service-areas/{area_id}/subscription-tax,backend/routes/admin/subscriptions.py:420,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /offer-analytics,backend/routes/admin/subscriptions.py:477,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,GET /subscription/payments/{payment_id}/invoice.pdf,backend/routes/admin/subscriptions.py:644,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,POST /subscription/payments/{payment_id}/resend-invoice,backend/routes/admin/subscriptions.py:685,backend/tests/test_driver_subscriptions_tax_ledger_coverage.py,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /disputes,backend/routes/admin/support.py:107,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /disputes/stats,backend/routes/admin/support.py:156,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /disputes/chargebacks,backend/routes/admin/support.py:185,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,POST /disputes,backend/routes/admin/support.py:266,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /disputes/{dispute_id},backend/routes/admin/support.py:289,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,PUT /disputes/{dispute_id},backend/routes/admin/support.py:300,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,PUT /disputes/{dispute_id}/resolve,backend/routes/admin/support.py:327,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,DELETE /disputes/{dispute_id},backend/routes/admin/support.py:351,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /tickets,backend/routes/admin/support.py:362,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,POST /tickets,backend/routes/admin/support.py:386,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /tickets/{ticket_id},backend/routes/admin/support.py:407,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,POST /tickets/{ticket_id}/reply,backend/routes/admin/support.py:420,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,POST /tickets/{ticket_id}/close,backend/routes/admin/support.py:452,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,PUT /tickets/{ticket_id},backend/routes/admin/support.py:464,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,DELETE /tickets/{ticket_id},backend/routes/admin/support.py:489,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,POST /rides/{ride_id}/flag,backend/routes/admin/support.py:500,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,GET /flags,backend/routes/admin/support.py:541,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,PUT /flags/{flag_id}/deactivate,backend/routes/admin/support.py:561,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
Admin Dashboard & Operations,Dispute resolution,S-admin-04,"As an admin, I resolve disputes and support tickets",happy,DELETE /flags/{flag_id},backend/routes/admin/support.py:571,backend/tests/test_support_tickets_ai_suggest.py,INFERRED,mapped,OBS-006,-,-
